run,auc_sl,acc_sl,ppv_sl,npv_sl,sens_sl,spec_sl,mean_auc_sl
392,0.776223776,NA,0.863636364,0.384615385,0.703703704,0.625,NA
393,0.632478632,NA,0.653846154,0.555555556,0.80952381,0.357142857,NA
394,0.756,NA,0.52,0.8,0.866666667,0.4,NA
395,0.64,NA,0.6,0.466666667,0.6,0.466666667,NA
396,0.787356322,NA,0.827586207,0.5,0.888888889,0.375,NA
397,0.768707483,NA,0.761904762,0.642857143,0.761904762,0.642857143,NA
398,0.636752137,NA,0.538461538,0.777777778,0.875,0.368421053,NA
399,0.753623188,NA,0.695652174,0.583333333,0.761904762,0.5,NA
400,0.815217391,NA,0.739130435,0.583333333,0.772727273,0.538461538,NA
401,0.860544218,NA,0.80952381,0.714285714,0.80952381,0.714285714,NA
402,0.717592593,NA,0.62962963,0.5,0.80952381,0.285714286,NA
403,0.734693878,NA,0.80952381,0.428571429,0.68,0.6,NA
404,0.696969697,NA,0.75,0.545454545,0.782608696,0.5,NA
405,0.794871795,NA,0.807692308,0.444444444,0.807692308,0.444444444,NA
406,0.775362319,NA,0.652173913,0.583333333,0.75,0.466666667,NA
407,0.598639456,NA,0.619047619,0.571428571,0.684210526,0.5,NA
408,0.628,NA,0.52,0.6,0.764705882,0.333333333,NA
409,0.741496599,NA,0.714285714,0.571428571,0.714285714,0.571428571,NA
410,0.746212121,NA,0.833333333,0.545454545,0.8,0.6,NA
411,0.846153846,NA,0.730769231,0.666666667,0.863636364,0.461538462,NA
412,0.857142857,NA,0.785714286,0.571428571,0.88,0.4,NA
413,0.685314685,NA,0.681818182,0.615384615,0.75,0.533333333,NA
414,0.706666667,NA,0.8,0.333333333,0.615384615,0.555555556,NA
415,0.526515152,NA,0.75,0.090909091,0.642857143,0.142857143,NA
416,0.713768116,NA,0.869565217,0.333333333,0.714285714,0.571428571,NA
417,0.685606061,NA,0.625,0.545454545,0.75,0.4,NA
418,0.71,NA,0.75,0.533333333,0.681818182,0.615384615,NA
419,0.887681159,NA,0.782608696,0.75,0.857142857,0.642857143,NA
420,0.701149425,NA,0.827586207,0.166666667,0.827586207,0.166666667,NA
421,0.688034188,NA,0.615384615,0.444444444,0.761904762,0.285714286,NA
422,0.772727273,NA,0.681818182,0.769230769,0.833333333,0.588235294,NA
423,0.816326531,NA,0.892857143,0.714285714,0.925925926,0.625,NA
424,0.814685315,NA,0.818181818,0.538461538,0.75,0.636363636,NA
425,0.738095238,NA,0.80952381,0.5,0.708333333,0.636363636,NA
426,0.755244755,NA,0.772727273,0.384615385,0.68,0.5,NA
427,0.590909091,NA,0.545454545,0.461538462,0.631578947,0.375,NA
428,0.619047619,NA,0.619047619,0.428571429,0.619047619,0.428571429,NA
429,0.75,NA,0.708333333,0.545454545,0.772727273,0.461538462,NA
430,0.833333333,NA,0.807692308,0.777777778,0.913043478,0.583333333,NA
431,0.730769231,NA,0.730769231,0.555555556,0.826086957,0.416666667,NA
432,0.790816327,NA,0.642857143,1,1,0.411764706,NA
433,0.75,NA,0.791666667,0.636363636,0.826086957,0.583333333,NA
434,0.702898551,NA,0.565217391,0.75,0.8125,0.473684211,NA
435,0.641025641,NA,0.730769231,0.555555556,0.826086957,0.416666667,NA
436,0.898601399,NA,0.818181818,0.769230769,0.857142857,0.714285714,NA
437,0.814393939,NA,0.666666667,0.636363636,0.8,0.466666667,NA
438,0.70979021,NA,0.636363636,0.769230769,0.823529412,0.555555556,NA
439,0.696,NA,0.76,0.7,0.863636364,0.538461538,NA
440,0.74,NA,0.72,0.6,0.818181818,0.461538462,NA
441,0.673333333,NA,0.65,0.6,0.684210526,0.5625,NA
442,0.803333333,NA,0.75,0.733333333,0.789473684,0.6875,NA
443,0.7,NA,0.65,0.6,0.684210526,0.5625,NA
444,0.786666667,NA,0.65,0.8,0.8125,0.631578947,NA
445,0.774509804,NA,0.777777778,0.470588235,0.608695652,0.666666667,NA
446,0.755102041,NA,0.714285714,0.571428571,0.714285714,0.571428571,NA
447,0.726666667,NA,0.8,0.333333333,0.615384615,0.555555556,NA
448,0.737762238,NA,0.818181818,0.538461538,0.75,0.636363636,NA
449,0.753623188,NA,0.695652174,0.583333333,0.761904762,0.5,NA
450,0.807971014,NA,0.652173913,0.666666667,0.789473684,0.5,NA
451,0.844202899,NA,0.956521739,0.583333333,0.814814815,0.875,NA
452,0.816326531,NA,0.571428571,0.857142857,0.941176471,0.333333333,NA
453,0.858552632,NA,0.842105263,0.5625,0.695652174,0.75,NA
454,0.804347826,NA,0.869565217,0.583333333,0.8,0.7,NA
455,0.92,NA,0.8,0.8,0.909090909,0.615384615,NA
456,0.695652174,NA,0.565217391,0.75,0.8125,0.473684211,NA
457,0.764,NA,0.76,0.7,0.863636364,0.538461538,NA
458,0.753787879,NA,0.75,0.545454545,0.782608696,0.5,NA
459,0.784090909,NA,0.791666667,0.545454545,0.791666667,0.545454545,NA
460,0.748251748,NA,0.863636364,0.538461538,0.76,0.7,NA
461,0.747863248,NA,0.730769231,0.444444444,0.791666667,0.363636364,NA
462,0.792,NA,0.76,0.5,0.791666667,0.454545455,NA
463,0.636,NA,0.8,0.5,0.8,0.5,NA
464,0.755102041,NA,0.571428571,0.857142857,0.857142857,0.571428571,NA
465,0.708333333,NA,0.916666667,0.272727273,0.733333333,0.6,NA
466,0.655797101,NA,0.52173913,0.583333333,0.705882353,0.388888889,NA
467,0.596,NA,0.56,0.5,0.736842105,0.3125,NA
468,0.696581197,NA,0.692307692,0.444444444,0.782608696,0.333333333,NA
469,0.74,NA,0.7,0.466666667,0.636363636,0.538461538,NA
470,0.769230769,NA,0.909090909,0.307692308,0.689655172,0.666666667,NA
471,0.782894737,NA,0.842105263,0.625,0.727272727,0.769230769,NA
472,0.758503401,NA,0.761904762,0.642857143,0.761904762,0.642857143,NA
473,0.700757576,NA,0.625,0.636363636,0.789473684,0.4375,NA
474,0.724489796,NA,0.571428571,0.571428571,0.842105263,0.25,NA
475,0.774509804,NA,0.823529412,0.388888889,0.56,0.7,NA
476,0.786713287,NA,0.681818182,0.769230769,0.833333333,0.588235294,NA
477,0.657342657,NA,0.636363636,0.461538462,0.666666667,0.428571429,NA
478,0.636752137,NA,0.653846154,0.555555556,0.80952381,0.357142857,NA
479,0.78,NA,0.8,0.5,0.8,0.5,NA
480,0.702797203,NA,0.727272727,0.307692308,0.64,0.4,NA
481,0.653846154,NA,0.653846154,0.555555556,0.80952381,0.357142857,NA
482,0.734265734,NA,0.772727273,0.461538462,0.708333333,0.545454545,NA
483,0.625,NA,0.541666667,0.545454545,0.722222222,0.352941176,NA
484,0.738095238,NA,0.619047619,0.785714286,0.8125,0.578947368,NA
485,0.713768116,NA,0.782608696,0.5,0.75,0.545454545,NA
486,0.556818182,NA,0.541666667,0.363636364,0.65,0.266666667,NA
487,0.746666667,NA,0.8,0.6,0.923076923,0.333333333,NA
488,0.775510204,NA,0.761904762,0.5,0.695652174,0.583333333,NA
489,0.736666667,NA,0.75,0.533333333,0.681818182,0.615384615,NA
490,0.800724638,NA,0.739130435,0.75,0.85,0.6,NA
491,0.689393939,NA,0.708333333,0.454545455,0.739130435,0.416666667,NA
492,0.795454545,NA,0.708333333,0.818181818,0.894736842,0.5625,NA
493,0.782051282,NA,0.692307692,0.666666667,0.857142857,0.428571429,NA
494,0.726495726,NA,0.5,0.666666667,0.8125,0.315789474,NA
495,0.673913043,NA,0.913043478,0.333333333,0.724137931,0.666666667,NA
496,0.706293706,NA,0.772727273,0.461538462,0.708333333,0.545454545,NA
497,0.78030303,NA,0.625,0.727272727,0.833333333,0.470588235,NA
498,0.776315789,NA,0.842105263,0.625,0.727272727,0.769230769,NA
499,0.684,NA,0.68,0.4,0.739130435,0.333333333,NA
500,0.816326531,0.657142857,0.80952381,0.428571429,0.68,0.6,NA
501,0.757246377,0.685714286,0.695652174,0.666666667,0.8,0.533333333,0.73196655
502,0.770408163,NA,0.857142857,0.428571429,0.857142857,0.428571429,0.73196655
503,0.777777778,NA,0.846153846,0.555555556,0.846153846,0.555555556,0.73196655
504,0.678030303,NA,0.666666667,0.272727273,0.666666667,0.272727273,0.73196655
505,0.879084967,NA,0.944444444,0.470588235,0.653846154,0.888888889,0.73196655
506,0.655797101,NA,0.695652174,0.5,0.727272727,0.461538462,0.73196655
507,0.865740741,NA,0.703703704,0.875,0.95,0.466666667,0.73196655
508,0.727272727,NA,0.708333333,0.636363636,0.80952381,0.5,0.73196655
509,0.795454545,NA,0.708333333,0.909090909,0.944444444,0.588235294,0.73196655
510,0.755102041,NA,0.678571429,0.714285714,0.904761905,0.357142857,0.73196655
511,0.688811189,NA,0.818181818,0.461538462,0.72,0.6,0.73196655
512,0.760204082,NA,0.571428571,0.857142857,0.941176471,0.333333333,0.73196655
513,0.592592593,NA,0.555555556,0.625,0.833333333,0.294117647,0.73196655
514,0.832,NA,0.52,0.8,0.866666667,0.4,0.73196655
515,0.688,NA,0.64,0.6,0.8,0.4,0.73196655
516,0.684,NA,0.8,0.4,0.769230769,0.444444444,0.73196655
517,0.662393162,NA,0.653846154,0.222222222,0.708333333,0.181818182,0.73196655
518,0.706293706,NA,0.727272727,0.461538462,0.695652174,0.5,0.73196655
519,0.726973684,NA,0.736842105,0.625,0.7,0.666666667,0.73196655
520,0.723776224,NA,0.863636364,0.307692308,0.678571429,0.571428571,0.73196655
521,0.683760684,NA,0.653846154,0.444444444,0.772727273,0.307692308,0.73196655
522,0.717948718,NA,0.730769231,0.666666667,0.863636364,0.461538462,0.73196655
523,0.736111111,NA,0.518518519,0.75,0.875,0.315789474,0.73196655
524,0.676870748,NA,0.761904762,0.428571429,0.666666667,0.545454545,0.73196655
525,0.706521739,NA,0.652173913,0.583333333,0.75,0.466666667,0.73196655
526,0.752136752,NA,0.769230769,0.666666667,0.869565217,0.5,0.73196655
527,0.594017094,NA,0.653846154,0.222222222,0.708333333,0.181818182,0.73196655
528,0.670289855,NA,0.565217391,0.666666667,0.764705882,0.444444444,0.73196655
529,0.562937063,NA,0.636363636,0.307692308,0.608695652,0.333333333,0.73196655
530,0.63986014,NA,0.5,0.692307692,0.733333333,0.45,0.73196655
531,0.659090909,NA,0.708333333,0.454545455,0.739130435,0.416666667,0.73196655
532,0.763157895,NA,0.684210526,0.625,0.684210526,0.625,0.73196655
533,0.702898551,NA,0.782608696,0.583333333,0.782608696,0.583333333,0.73196655
534,0.640151515,NA,0.583333333,0.545454545,0.736842105,0.375,0.73196655
535,0.776,NA,0.64,0.6,0.8,0.4,0.73196655
536,0.601449275,NA,0.565217391,0.583333333,0.722222222,0.411764706,0.73196655
537,0.699074074,NA,0.62962963,0.5,0.80952381,0.285714286,0.73196655
538,0.852272727,NA,0.833333333,0.363636364,0.740740741,0.5,0.73196655
539,0.684782609,NA,0.652173913,0.583333333,0.75,0.466666667,0.73196655
540,0.731060606,NA,0.75,0.727272727,0.857142857,0.571428571,0.73196655
541,0.72027972,NA,0.727272727,0.615384615,0.761904762,0.571428571,0.73196655
542,0.716,NA,0.68,0.5,0.772727273,0.384615385,0.73196655
543,0.64957265,NA,0.5,0.555555556,0.764705882,0.277777778,0.73196655
544,0.791666667,NA,0.777777778,0.625,0.875,0.454545455,0.73196655
545,0.752136752,NA,0.615384615,0.777777778,0.888888889,0.411764706,0.73196655
546,0.71,NA,0.55,0.733333333,0.733333333,0.55,0.73196655
547,0.787878788,NA,0.666666667,0.818181818,0.888888889,0.529411765,0.73196655
548,0.756410256,NA,0.5,0.888888889,0.928571429,0.380952381,0.73196655
549,0.772,NA,0.72,0.6,0.818181818,0.461538462,0.73196655
550,0.698979592,NA,0.642857143,0.571428571,0.857142857,0.285714286,0.73196655
551,0.819727891,NA,1,0.357142857,0.7,1,0.73196655
552,0.772,NA,0.72,0.6,0.818181818,0.461538462,0.73196655
553,0.81292517,NA,0.952380952,0.428571429,0.714285714,0.857142857,0.73196655
554,0.742753623,NA,0.782608696,0.583333333,0.782608696,0.583333333,0.73196655
555,0.648550725,NA,0.608695652,0.666666667,0.777777778,0.470588235,0.73196655
556,0.706293706,NA,0.818181818,0.230769231,0.642857143,0.428571429,0.73196655
557,0.736,NA,0.72,0.4,0.75,0.363636364,0.73196655
558,0.569444444,NA,0.703703704,0.375,0.791666667,0.272727273,0.73196655
559,0.684782609,NA,0.652173913,0.5,0.714285714,0.428571429,0.73196655
560,0.715909091,NA,0.791666667,0.545454545,0.791666667,0.545454545,0.73196655
561,0.632,NA,0.64,0.6,0.8,0.4,0.73196655
562,0.831632653,NA,0.75,0.857142857,0.954545455,0.461538462,0.73196655
563,0.724637681,NA,0.652173913,0.5,0.714285714,0.428571429,0.73196655
564,0.753787879,NA,0.75,0.636363636,0.818181818,0.538461538,0.73196655
565,0.623931624,NA,0.653846154,0.333333333,0.739130435,0.25,0.73196655
566,0.778911565,NA,0.761904762,0.428571429,0.666666667,0.545454545,0.73196655
567,0.713768116,NA,0.739130435,0.416666667,0.708333333,0.454545455,0.73196655
568,0.72027972,NA,0.818181818,0.461538462,0.72,0.6,0.73196655
569,0.722222222,NA,0.62962963,0.75,0.894736842,0.375,0.73196655
570,0.735507246,NA,0.739130435,0.5,0.739130435,0.5,0.73196655
571,0.743421053,NA,0.736842105,0.6875,0.736842105,0.6875,0.73196655
572,0.769230769,NA,0.772727273,0.538461538,0.739130435,0.583333333,0.73196655
573,0.678321678,NA,0.727272727,0.461538462,0.695652174,0.5,0.73196655
574,0.78030303,NA,0.75,0.727272727,0.857142857,0.571428571,0.73196655
575,0.604,NA,0.68,0.4,0.739130435,0.333333333,0.73196655
576,0.695402299,NA,0.517241379,0.5,0.833333333,0.176470588,0.73196655
577,0.666666667,NA,0.714285714,0.428571429,0.652173913,0.5,0.73196655
578,0.74,NA,0.6,0.7,0.833333333,0.411764706,0.73196655
579,0.708333333,NA,0.625,0.545454545,0.75,0.4,0.73196655
580,0.768518519,NA,0.555555556,0.75,0.882352941,0.333333333,0.73196655
581,0.731060606,NA,0.708333333,0.636363636,0.80952381,0.5,0.73196655
582,0.851851852,NA,0.814814815,0.625,0.88,0.5,0.73196655
583,0.673913043,NA,0.652173913,0.416666667,0.681818182,0.384615385,0.73196655
584,0.739795918,NA,0.678571429,0.428571429,0.826086957,0.25,0.73196655
585,0.833333333,NA,0.5,0.888888889,0.928571429,0.380952381,0.73196655
586,0.717391304,NA,0.652173913,0.583333333,0.75,0.466666667,0.73196655
587,0.807971014,NA,0.782608696,0.666666667,0.818181818,0.615384615,0.73196655
588,0.706896552,NA,0.724137931,0.5,0.875,0.272727273,0.73196655
589,0.704,NA,0.72,0.5,0.782608696,0.416666667,0.73196655
590,0.709401709,NA,0.615384615,0.777777778,0.888888889,0.411764706,0.73196655
591,0.663043478,NA,0.826086957,0.166666667,0.655172414,0.333333333,0.73196655
592,0.636054422,NA,0.428571429,0.714285714,0.692307692,0.454545455,0.73196655
593,0.821969697,NA,0.708333333,0.727272727,0.85,0.533333333,0.73196655
594,0.685314685,NA,0.772727273,0.307692308,0.653846154,0.444444444,0.73196655
595,0.814685315,NA,0.727272727,0.615384615,0.761904762,0.571428571,0.73196655
596,0.776,NA,0.76,0.5,0.791666667,0.454545455,0.73196655
597,0.717592593,NA,0.555555556,0.75,0.882352941,0.333333333,0.73196655
598,0.699074074,NA,0.740740741,0.375,0.8,0.3,0.73196655
599,0.76,NA,0.733333333,0.8,0.956521739,0.333333333,0.73196655
600,0.769230769,NA,0.576923077,0.777777778,0.882352941,0.388888889,0.73196655
601,0.747863248,NA,0.615384615,0.666666667,0.842105263,0.375,0.73196655
602,0.642857143,NA,0.857142857,0.214285714,0.620689655,0.5,0.73196655
603,0.766129032,NA,0.64516129,0.75,0.952380952,0.214285714,0.73196655
604,0.693333333,NA,0.65,0.466666667,0.619047619,0.5,0.73196655
605,0.726495726,NA,0.692307692,0.444444444,0.782608696,0.333333333,0.73196655
606,0.712121212,NA,0.75,0.363636364,0.72,0.4,0.73196655
607,0.633333333,NA,0.65,0.333333333,0.565217391,0.416666667,0.73196655
608,0.766666667,NA,0.85,0.4,0.653846154,0.666666667,0.73196655
609,0.810344828,NA,0.586206897,1,1,0.333333333,0.73196655
610,0.824074074,NA,0.703703704,0.75,0.904761905,0.428571429,0.73196655
611,0.792,NA,0.72,0.4,0.75,0.363636364,0.73196655
612,0.756,NA,0.72,0.7,0.857142857,0.5,0.73196655
613,0.828,NA,0.64,0.9,0.941176471,0.5,0.73196655
614,0.653846154,NA,0.653846154,0.555555556,0.80952381,0.357142857,0.73196655
615,0.787037037,NA,0.925925926,0.375,0.833333333,0.6,0.73196655
616,0.777777778,NA,0.653846154,0.555555556,0.80952381,0.357142857,0.73196655
617,0.667832168,NA,0.636363636,0.615384615,0.736842105,0.5,0.73196655
618,0.692028986,NA,0.695652174,0.75,0.842105263,0.5625,0.73196655
619,0.622377622,NA,0.590909091,0.384615385,0.619047619,0.357142857,0.73196655
620,0.632,NA,0.56,0.5,0.736842105,0.3125,0.73196655
621,0.713675214,NA,0.884615385,0.222222222,0.766666667,0.4,0.73196655
622,0.752136752,NA,0.538461538,0.777777778,0.875,0.368421053,0.73196655
623,0.837121212,NA,0.833333333,0.636363636,0.833333333,0.636363636,0.73196655
624,0.616,NA,0.64,0.4,0.727272727,0.307692308,0.73196655
625,0.700657895,NA,0.631578947,0.75,0.75,0.631578947,0.73196655
626,0.683673469,NA,0.714285714,0.571428571,0.714285714,0.571428571,0.73196655
627,0.674242424,NA,0.708333333,0.636363636,0.80952381,0.5,0.73196655
628,0.88,NA,0.84,0.7,0.875,0.636363636,0.73196655
629,0.803030303,NA,0.791666667,0.727272727,0.863636364,0.615384615,0.73196655
630,0.72826087,NA,0.739130435,0.666666667,0.80952381,0.571428571,0.73196655
631,0.710526316,NA,0.684210526,0.375,0.565217391,0.5,0.73196655
632,0.757575758,NA,0.625,0.727272727,0.833333333,0.470588235,0.73196655
633,0.75170068,NA,0.952380952,0.285714286,0.666666667,0.8,0.73196655
634,0.800724638,NA,0.695652174,0.666666667,0.8,0.533333333,0.73196655
635,0.662878788,NA,0.708333333,0.454545455,0.739130435,0.416666667,0.73196655
636,0.841880342,NA,0.846153846,0.666666667,0.88,0.6,0.73196655
637,0.818181818,NA,0.625,0.818181818,0.882352941,0.5,0.73196655
638,0.689393939,NA,0.708333333,0.454545455,0.739130435,0.416666667,0.73196655
639,0.70979021,NA,0.545454545,0.846153846,0.857142857,0.523809524,0.73196655
640,0.814685315,NA,0.681818182,0.769230769,0.833333333,0.588235294,0.73196655
641,0.848484848,NA,0.75,0.727272727,0.857142857,0.571428571,0.73196655
642,0.794871795,NA,0.769230769,0.555555556,0.833333333,0.454545455,0.73196655
643,0.760869565,NA,0.695652174,0.75,0.842105263,0.5625,0.73196655
644,0.797101449,NA,0.739130435,0.583333333,0.772727273,0.538461538,0.73196655
645,0.746212121,NA,0.708333333,0.545454545,0.772727273,0.461538462,0.73196655
646,0.638888889,NA,0.592592593,0.625,0.842105263,0.3125,0.73196655
647,0.731292517,NA,0.666666667,0.714285714,0.777777778,0.588235294,0.73196655
648,0.867424242,NA,0.75,0.818181818,0.9,0.6,0.73196655
649,0.74,NA,0.76,0.6,0.826086957,0.5,0.73196655
650,0.699275362,NA,0.652173913,0.666666667,0.789473684,0.5,0.73196655
651,0.648148148,NA,0.777777778,0.375,0.807692308,0.333333333,0.73196655
652,0.704545455,NA,0.833333333,0.454545455,0.769230769,0.555555556,0.73196655
653,0.786231884,NA,0.739130435,0.666666667,0.80952381,0.571428571,0.73196655
654,0.592592593,NA,0.666666667,0.375,0.782608696,0.25,0.73196655
655,0.672,NA,0.72,0.3,0.72,0.3,0.73196655
656,0.843537415,NA,0.904761905,0.5,0.730769231,0.777777778,0.73196655
657,0.714285714,NA,0.607142857,0.857142857,0.944444444,0.352941176,0.73196655
658,0.70979021,NA,0.545454545,0.615384615,0.705882353,0.444444444,0.73196655
659,0.86013986,NA,0.909090909,0.615384615,0.8,0.8,0.73196655
660,0.717687075,NA,0.619047619,0.642857143,0.722222222,0.529411765,0.73196655
661,0.724489796,NA,0.666666667,0.5,0.666666667,0.5,0.73196655
662,0.764,NA,0.68,0.7,0.85,0.466666667,0.73196655
663,0.743589744,NA,0.653846154,0.555555556,0.80952381,0.357142857,0.73196655
664,0.836956522,NA,0.913043478,0.416666667,0.75,0.714285714,0.73196655
665,0.833333333,NA,0.904761905,0.5,0.730769231,0.777777778,0.73196655
666,0.773504274,NA,0.769230769,0.666666667,0.869565217,0.5,0.73196655
667,0.770408163,NA,0.785714286,0.428571429,0.846153846,0.333333333,0.73196655
668,0.704081633,NA,0.607142857,0.714285714,0.894736842,0.3125,0.73196655
669,0.753289474,NA,0.736842105,0.5625,0.666666667,0.642857143,0.73196655
670,0.778985507,NA,0.695652174,0.833333333,0.888888889,0.588235294,0.73196655
671,0.772727273,NA,0.791666667,0.545454545,0.791666667,0.545454545,0.73196655
672,0.677536232,NA,0.739130435,0.5,0.739130435,0.5,0.73196655
673,0.789855072,NA,0.782608696,0.5,0.75,0.545454545,0.73196655
674,0.768707483,NA,0.80952381,0.428571429,0.68,0.6,0.73196655
675,0.733333333,NA,0.85,0.466666667,0.68,0.7,0.73196655
676,0.678030303,NA,0.708333333,0.545454545,0.772727273,0.461538462,0.73196655
677,0.766666667,NA,0.8,0.533333333,0.695652174,0.666666667,0.73196655
678,0.848,NA,0.76,0.6,0.826086957,0.5,0.73196655
679,0.611888112,NA,0.545454545,0.692307692,0.75,0.473684211,0.73196655
680,0.801020408,NA,0.714285714,0.714285714,0.909090909,0.384615385,0.73196655
681,0.583333333,NA,0.625,0.545454545,0.75,0.4,0.73196655
682,0.833333333,NA,0.75,0.545454545,0.782608696,0.5,0.73196655
683,0.893939394,NA,0.791666667,0.818181818,0.904761905,0.642857143,0.73196655
684,0.757575758,NA,0.833333333,0.181818182,0.689655172,0.333333333,0.73196655
685,0.728,NA,0.8,0.5,0.8,0.5,0.73196655
686,0.734848485,NA,0.75,0.545454545,0.782608696,0.5,0.73196655
687,0.864,NA,0.72,0.9,0.947368421,0.5625,0.73196655
688,0.640151515,NA,0.5,0.545454545,0.705882353,0.333333333,0.73196655
689,0.736842105,NA,0.842105263,0.25,0.571428571,0.571428571,0.73196655
690,0.628787879,NA,0.666666667,0.454545455,0.727272727,0.384615385,0.73196655
691,0.846938776,NA,0.857142857,0.5,0.72,0.7,0.73196655
692,0.636054422,NA,0.761904762,0.214285714,0.592592593,0.375,0.73196655
693,0.75,NA,0.913043478,0.416666667,0.75,0.714285714,0.73196655
694,0.893939394,NA,0.791666667,0.727272727,0.863636364,0.615384615,0.73196655
695,0.776515152,NA,0.791666667,0.454545455,0.76,0.5,0.73196655
696,0.700680272,NA,0.714285714,0.571428571,0.714285714,0.571428571,0.73196655
697,0.823529412,NA,0.764705882,0.611111111,0.65,0.733333333,0.73196655
698,0.647727273,NA,0.625,0.454545455,0.714285714,0.357142857,0.73196655
699,0.777777778,NA,0.769230769,0.666666667,0.869565217,0.5,0.73196655
700,0.723684211,NA,0.789473684,0.4375,0.625,0.636363636,0.73196655
701,0.723484848,NA,0.708333333,0.727272727,0.85,0.533333333,0.73196655
702,0.742424242,NA,0.75,0.545454545,0.782608696,0.5,0.73196655
703,0.62,NA,0.6,0.8,0.882352941,0.444444444,0.73196655
704,0.768115942,NA,0.652173913,0.666666667,0.789473684,0.5,0.73196655
705,0.68,NA,0.64,0.6,0.8,0.4,0.73196655
706,0.769230769,NA,0.772727273,0.538461538,0.739130435,0.583333333,0.73196655
707,0.83908046,NA,0.689655172,1,1,0.4,0.73196655
708,0.768115942,NA,0.739130435,0.583333333,0.772727273,0.538461538,0.73196655
709,0.677536232,NA,0.739130435,0.25,0.653846154,0.333333333,0.73196655
710,0.632,NA,0.72,0.5,0.782608696,0.416666667,0.73196655
711,0.630434783,NA,0.565217391,0.583333333,0.722222222,0.411764706,0.73196655
712,0.816091954,NA,0.689655172,0.5,0.869565217,0.25,0.73196655
713,0.653846154,NA,0.772727273,0.384615385,0.68,0.5,0.73196655
714,0.666666667,NA,0.652173913,0.416666667,0.681818182,0.384615385,0.73196655
715,0.632575758,NA,0.666666667,0.545454545,0.761904762,0.428571429,0.73196655
716,0.768518519,NA,0.592592593,0.75,0.888888889,0.352941176,0.73196655
717,0.778911565,NA,0.666666667,0.714285714,0.777777778,0.588235294,0.73196655
718,0.684782609,NA,0.652173913,0.416666667,0.681818182,0.384615385,0.73196655
719,0.705128205,NA,0.769230769,0.444444444,0.8,0.4,0.73196655
720,0.831632653,NA,0.607142857,0.857142857,0.944444444,0.352941176,0.73196655
721,0.723484848,NA,0.791666667,0.181818182,0.678571429,0.285714286,0.73196655
722,0.734265734,NA,0.772727273,0.615384615,0.772727273,0.615384615,0.73196655
723,0.644927536,NA,0.739130435,0.416666667,0.708333333,0.454545455,0.73196655
724,0.818181818,NA,0.791666667,0.818181818,0.904761905,0.642857143,0.73196655
725,0.807692308,NA,0.818181818,0.538461538,0.75,0.636363636,0.73196655
726,0.748251748,NA,0.5,0.769230769,0.785714286,0.476190476,0.73196655
727,0.706666667,NA,0.75,0.533333333,0.681818182,0.615384615,0.73196655
728,0.636363636,NA,0.636363636,0.461538462,0.666666667,0.428571429,0.73196655
729,0.716783217,NA,0.772727273,0.307692308,0.653846154,0.444444444,0.73196655
730,0.716783217,NA,0.681818182,0.384615385,0.652173913,0.416666667,0.73196655
731,0.756410256,NA,0.730769231,0.555555556,0.826086957,0.416666667,0.73196655
732,0.568965517,NA,0.586206897,0.5,0.85,0.2,0.73196655
733,0.786324786,NA,0.769230769,0.666666667,0.869565217,0.5,0.73196655
734,0.789115646,NA,0.761904762,0.642857143,0.761904762,0.642857143,0.73196655
735,0.734848485,NA,0.458333333,0.727272727,0.785714286,0.380952381,0.73196655
736,0.806122449,NA,0.80952381,0.642857143,0.772727273,0.692307692,0.73196655
737,0.653061224,NA,0.892857143,0.285714286,0.833333333,0.4,0.73196655
738,0.743421053,NA,0.789473684,0.5625,0.681818182,0.692307692,0.73196655
739,0.643518519,NA,0.777777778,0.5,0.84,0.4,0.73196655
740,0.738636364,NA,0.75,0.454545455,0.75,0.454545455,0.73196655
741,0.708,NA,0.68,0.7,0.85,0.466666667,0.73196655
742,0.663043478,NA,0.739130435,0.166666667,0.62962963,0.25,0.73196655
743,0.653846154,NA,0.692307692,0.333333333,0.75,0.272727273,0.73196655
744,0.717948718,NA,0.5,0.777777778,0.866666667,0.35,0.73196655
745,0.746666667,NA,0.75,0.466666667,0.652173913,0.583333333,0.73196655
746,0.58,NA,0.64,0.4,0.727272727,0.307692308,0.73196655
747,0.833333333,NA,0.75,0.727272727,0.857142857,0.571428571,0.73196655
748,0.793333333,NA,0.55,0.866666667,0.846153846,0.590909091,0.73196655
749,0.738095238,NA,0.571428571,0.857142857,0.857142857,0.571428571,0.73196655
750,0.743589744,NA,0.807692308,0.444444444,0.807692308,0.444444444,0.73196655
751,0.804347826,NA,0.608695652,0.833333333,0.875,0.526315789,0.73196655
752,0.782051282,NA,0.5,1,1,0.409090909,0.73196655
753,0.712,NA,0.68,0.6,0.80952381,0.428571429,0.73196655
754,0.824,NA,0.76,0.8,0.904761905,0.571428571,0.73196655
755,0.901515152,NA,0.833333333,0.727272727,0.869565217,0.666666667,0.73196655
756,0.773504274,NA,0.692307692,0.555555556,0.818181818,0.384615385,0.73196655
757,0.75,NA,0.736842105,0.5625,0.666666667,0.642857143,0.73196655
758,0.606481481,NA,0.62962963,0.5,0.80952381,0.285714286,0.73196655
759,0.671328671,NA,0.545454545,0.692307692,0.75,0.473684211,0.73196655
760,0.746212121,NA,0.583333333,0.636363636,0.777777778,0.411764706,0.73196655
761,0.739130435,NA,0.434782609,0.75,0.769230769,0.409090909,0.73196655
